Java,Clean_Java
public AssociateIpGroupsResult associateIpGroups(AssociateIpGroupsRequest request) {request = beforeClientExecution(request);return executeAssociateIpGroups(request);},public AssociateIpGroupsResult associateIpGroupsAssociateIpGroupsRequest request request  beforeClientExecutionrequestreturn executeAssociateIpGroupsrequest
public TestEventPatternResult testEventPattern(TestEventPatternRequest request) {request = beforeClientExecution(request);return executeTestEventPattern(request);},public TestEventPatternResult testEventPatternTestEventPatternRequest request request  beforeClientExecutionrequestreturn executeTestEventPatternrequest
"public LockFailedException(File file, String message) {super(message);this.file = file;}",public LockFailedExceptionFile file String message supermessagethisfile  file
public DeleteSkillGroupResult deleteSkillGroup(DeleteSkillGroupRequest request) {request = beforeClientExecution(request);return executeDeleteSkillGroup(request);},public DeleteSkillGroupResult deleteSkillGroupDeleteSkillGroupRequest request request  beforeClientExecutionrequestreturn executeDeleteSkillGrouprequest
"public SortedDocValuesField(String name, BytesRef bytes) {super(name, TYPE);fieldsData = bytes;}",public SortedDocValuesFieldString name BytesRef bytes supername TYPEfieldsData  bytes
public CreateNetworkResult createNetwork(CreateNetworkRequest request) {request = beforeClientExecution(request);return executeCreateNetwork(request);},public CreateNetworkResult createNetworkCreateNetworkRequest request request  beforeClientExecutionrequestreturn executeCreateNetworkrequest
public DeleteGroupRequest(String groupName) {setGroupName(groupName);},public DeleteGroupRequestString groupName setGroupNamegroupName
public DescribeCacheEngineVersionsResult describeCacheEngineVersions(DescribeCacheEngineVersionsRequest request) {request = beforeClientExecution(request);return executeDescribeCacheEngineVersions(request);},public DescribeCacheEngineVersionsResult describeCacheEngineVersionsDescribeCacheEngineVersionsRequest request request  beforeClientExecutionrequestreturn executeDescribeCacheEngineVersionsrequest
public int compareSameType(Object other) {assert exists || (false == value);MutableValueBool b = (MutableValueBool)other;if (value != b.value) return value ? 1 : -1;if (exists == b.exists) return 0;return exists ? 1 : -1;},public int compareSameTypeObject other assert exists  false  valueMutableValueBool b  MutableValueBoolotherif value  bvalue return value  1  1if exists  bexists return 0return exists  1  1
public LineParser(String[] header) {this.header = header;},public LineParserString header thisheader  header
public DBInstance restoreDBInstanceFromDBSnapshot(RestoreDBInstanceFromDBSnapshotRequest request) {request = beforeClientExecution(request);return executeRestoreDBInstanceFromDBSnapshot(request);},public DBInstance restoreDBInstanceFromDBSnapshotRestoreDBInstanceFromDBSnapshotRequest request request  beforeClientExecutionrequestreturn executeRestoreDBInstanceFromDBSnapshotrequest
public void push(E e) {addFirstImpl(e);},public void pushE e addFirstImple
"public synchronized void reset() throws IOException {if (buf == null) {throw new IOException(""Stream is closed"");}if (-1 == markpos) {throw new IOException(""Mark has been invalidated."");}pos = markpos;}",public synchronized void reset throws IOException if buf  null throw new IOExceptionStream is closedif 1  markpos throw new IOExceptionMark has been invalidatedpos  markpos
public UpdateUsagePlanResult updateUsagePlan(UpdateUsagePlanRequest request) {request = beforeClientExecution(request);return executeUpdateUsagePlan(request);},public UpdateUsagePlanResult updateUsagePlanUpdateUsagePlanRequest request request  beforeClientExecutionrequestreturn executeUpdateUsagePlanrequest
public boolean equals(Object obj) {if (this == obj) {return true;}if (obj == null) {return false;}if (getClass() != obj.getClass()) {return false;}TermInfo other = (TermInfo) obj;return position == other.position;},public boolean equalsObject obj if this  obj return trueif obj  null return falseif getClass  objgetClass return falseTermInfo other  TermInfo objreturn position  otherposition
"public StringPtg(String value) {if (value.length() > 255) {throw new IllegalArgumentException(""String literals in formulas can't be bigger than 255 characters ASCII"");}_is16bitUnicode = StringUtil.hasMultibyte(value);field_3_string = value;}",public StringPtgString value if valuelength  255 throw new IllegalArgumentExceptionString literals in formulas cant be bigger than 255 characters ASCIIis16bitUnicode  StringUtilhasMultibytevaluefield3string  value
public ChangeType getChangeType() {return changeType;},public ChangeType getChangeType return changeType
public String asFormulaString() {StringBuilder sb = new StringBuilder(32);asFormulaString(sb);return sb.toString();},public String asFormulaString StringBuilder sb  new StringBuilder32asFormulaStringsbreturn sbtoString
public void serialize(LittleEndianOutput out) {out.writeShort(sid);out.writeShort(getDataSize());out.writeShort(field_1_objectType);out.writeShort(field_2_objectId);out.writeShort(field_3_option);out.writeInt(field_4_reserved1);out.writeInt(field_5_reserved2);out.writeInt(field_6_reserved3);},public void serializeLittleEndianOutput out outwriteShortsidoutwriteShortgetDataSizeoutwriteShortfield1objectTypeoutwriteShortfield2objectIdoutwriteShortfield3optionoutwriteIntfield4reserved1outwriteIntfield5reserved2outwriteIntfield6reserved3
public DescribeAppResult describeApp(DescribeAppRequest request) {request = beforeClientExecution(request);return executeDescribeApp(request);},public DescribeAppResult describeAppDescribeAppRequest request request  beforeClientExecutionrequestreturn executeDescribeApprequest
"public Map<String, DirCacheEntry> getToBeCheckedOut() {return toBeCheckedOut;}",public MapString DirCacheEntry getToBeCheckedOut return toBeCheckedOut
public CreatePublicVirtualInterfaceResult createPublicVirtualInterface(CreatePublicVirtualInterfaceRequest request) {request = beforeClientExecution(request);return executeCreatePublicVirtualInterface(request);},public CreatePublicVirtualInterfaceResult createPublicVirtualInterfaceCreatePublicVirtualInterfaceRequest request request  beforeClientExecutionrequestreturn executeCreatePublicVirtualInterfacerequest
public CreateQueueResult createQueue(String queueName) {return createQueue(new CreateQueueRequest().withQueueName(queueName));},public CreateQueueResult createQueueString queueName return createQueuenew CreateQueueRequestwithQueueNamequeueName
"public ParseException generateParseException() {jj_expentries.clear();boolean[] la1tokens = new boolean[33];if (jj_kind >= 0) {la1tokens[jj_kind] = true;jj_kind = -1;}for (int i = 0; i < 25; i++) {if (jj_la1[i] == jj_gen) {for (int j = 0; j < 32; j++) {if ((jj_la1_0[i] & (1<<j)) != 0) {la1tokens[j] = true;}if ((jj_la1_1[i] & (1<<j)) != 0) {la1tokens[32+j] = true;}}}}for (int i = 0; i < 33; i++) {if (la1tokens[i]) {jj_expentry = new int[1];jj_expentry[0] = i;jj_expentries.add(jj_expentry);}}jj_endpos = 0;jj_rescan_token();jj_add_error_token(0, 0);int[][] exptokseq = new int[jj_expentries.size()][];for (int i = 0; i < jj_expentries.size(); i++) {exptokseq[i] = jj_expentries.get(i);}return new ParseException(token, exptokseq, tokenImage);}",public ParseException generateParseException jjexpentriesclearboolean la1tokens  new boolean33if jjkind  0 la1tokensjjkind  truejjkind  1for int i  0 i  25 i if jjla1i  jjgen for int j  0 j  32 j if jjla10i  1j  0 la1tokensj  trueif jjla11i  1j  0 la1tokens32j  truefor int i  0 i  33 i if la1tokensi jjexpentry  new int1jjexpentry0  ijjexpentriesaddjjexpentryjjendpos  0jjrescantokenjjadderrortoken0 0int exptokseq  new intjjexpentriessizefor int i  0 i  jjexpentriessize i exptokseqi  jjexpentriesgetireturn new ParseExceptiontoken exptokseq tokenImage
public CreateFieldLevelEncryptionProfileResult createFieldLevelEncryptionProfile(CreateFieldLevelEncryptionProfileRequest request) {request = beforeClientExecution(request);return executeCreateFieldLevelEncryptionProfile(request);},public CreateFieldLevelEncryptionProfileResult createFieldLevelEncryptionProfileCreateFieldLevelEncryptionProfileRequest request request  beforeClientExecutionrequestreturn executeCreateFieldLevelEncryptionProfilerequest
public static int getSmileyResource(int which) {return sIconIds[which];},public static int getSmileyResourceint which return sIconIdswhich
"public String toString(){StringBuilder buffer = new StringBuilder();buffer.append(""[SCL]\n"");buffer.append(""    .numerator            = "").append(""0x"").append(HexDump.toHex(  getNumerator ())).append("" ("").append( getNumerator() ).append("" )"");buffer.append(System.getProperty(""line.separator""));buffer.append(""    .denominator          = "").append(""0x"").append(HexDump.toHex(  getDenominator ())).append("" ("").append( getDenominator() ).append("" )"");buffer.append(System.getProperty(""line.separator""));buffer.append(""[/SCL]\n"");return buffer.toString();}",public String toStringStringBuilder buffer  new StringBuilderbufferappendSCLnbufferappend    numerator             append0xappendHexDumptoHex  getNumerator append append getNumerator append bufferappendSystemgetPropertylineseparatorbufferappend    denominator           append0xappendHexDumptoHex  getDenominator append append getDenominator append bufferappendSystemgetPropertylineseparatorbufferappendSCLnreturn buffertoString
"public final void setBufferSize(int newSize) {assert buffer == null || bufferSize == buffer.length: ""buffer="" + buffer + "" bufferSize="" + bufferSize + "" buffer.length="" + (buffer != null ? buffer.length : 0);if (newSize != bufferSize) {checkBufferSize(newSize);bufferSize = newSize;if (buffer != null) {byte[] newBuffer = new byte[newSize];final int leftInBuffer = bufferLength-bufferPosition;final int numToCopy;if (leftInBuffer > newSize)numToCopy = newSize;elsenumToCopy = leftInBuffer;System.arraycopy(buffer, bufferPosition, newBuffer, 0, numToCopy);bufferStart += bufferPosition;bufferPosition = 0;bufferLength = numToCopy;newBuffer(newBuffer);}}}",public final void setBufferSizeint newSize assert buffer  null  bufferSize  bufferlength buffer  buffer   bufferSize  bufferSize   bufferlength  buffer  null  bufferlength  0if newSize  bufferSize checkBufferSizenewSizebufferSize  newSizeif buffer  null byte newBuffer  new bytenewSizefinal int leftInBuffer  bufferLengthbufferPositionfinal int numToCopyif leftInBuffer  newSizenumToCopy  newSizeelsenumToCopy  leftInBufferSystemarraycopybuffer bufferPosition newBuffer 0 numToCopybufferStart  bufferPositionbufferPosition  0bufferLength  numToCopynewBuffernewBuffer
public DisassociateSigninDelegateGroupsFromAccountResult disassociateSigninDelegateGroupsFromAccount(DisassociateSigninDelegateGroupsFromAccountRequest request) {request = beforeClientExecution(request);return executeDisassociateSigninDelegateGroupsFromAccount(request);},public DisassociateSigninDelegateGroupsFromAccountResult disassociateSigninDelegateGroupsFromAccountDisassociateSigninDelegateGroupsFromAccountRequest request request  beforeClientExecutionrequestreturn executeDisassociateSigninDelegateGroupsFromAccountrequest
public TokenStream create(TokenStream input) {return new IndicNormalizationFilter(input);},public TokenStream createTokenStream input return new IndicNormalizationFilterinput
public TickRecord(RecordInputStream in) {field_1_majorTickType = in.readByte();field_2_minorTickType = in.readByte();field_3_labelPosition = in.readByte();field_4_background    = in.readByte();field_5_labelColorRgb = in.readInt();field_6_zero1         = in.readInt();field_7_zero2         = in.readInt();field_8_zero3         = in.readInt();field_9_zero4         = in.readInt();field_10_options      = in.readShort();field_11_tickColor    = in.readShort();field_12_zero5        = in.readShort();},public TickRecordRecordInputStream in field1majorTickType  inreadBytefield2minorTickType  inreadBytefield3labelPosition  inreadBytefield4background     inreadBytefield5labelColorRgb  inreadIntfield6zero1          inreadIntfield7zero2          inreadIntfield8zero3          inreadIntfield9zero4          inreadIntfield10options       inreadShortfield11tickColor     inreadShortfield12zero5         inreadShort
public long getPackedGitLimit() {return packedGitLimit;},public long getPackedGitLimit return packedGitLimit
public DisassociateContactFromAddressBookResult disassociateContactFromAddressBook(DisassociateContactFromAddressBookRequest request) {request = beforeClientExecution(request);return executeDisassociateContactFromAddressBook(request);},public DisassociateContactFromAddressBookResult disassociateContactFromAddressBookDisassociateContactFromAddressBookRequest request request  beforeClientExecutionrequestreturn executeDisassociateContactFromAddressBookrequest
public void writeShort(int v) {checkPosition(2);int i = _writeIndex;_buf[i++] = (byte)((v >>>  0) & 0xFF);_buf[i++] = (byte)((v >>>  8) & 0xFF);_writeIndex = i;},public void writeShortint v checkPosition2int i  writeIndexbufi  bytev   0  0xFFbufi  bytev   8  0xFFwriteIndex  i
